module_name,module_version,full_name,prefix,obj_name,obj_doc,object_type,arg_full,0,1,2,3
json,2.0.9,json.decoder.JSONObject,decoder,JSONObject,"Python Library Documentation: function JSONObject in module json.decoder

JSONObject(s_and_end, strict, scan_once, object_hook, object_pairs_hook, memo=None, _w=<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>, _ws=' \t\n\r')
",function,"(""(s_and_end, strict, scan_once, object_hook, object_pairs_hook, memo=None, _w=<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>, _ws=' \\t\\n\\r')"",)",_w,<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>,builtin_function_or_method,arg_info
json,2.0.9,json.decoder.JSONObject,decoder,JSONObject,"Python Library Documentation: function JSONObject in module json.decoder

JSONObject(s_and_end, strict, scan_once, object_hook, object_pairs_hook, memo=None, _w=<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>, _ws=' \t\n\r')
",function,"(""(s_and_end, strict, scan_once, object_hook, object_pairs_hook, memo=None, _w=<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>, _ws=' \\t\\n\\r')"",)",_ws," 	
",,arg_info
json,2.0.9,json.decoder.JSONObject,decoder,JSONObject,"Python Library Documentation: function JSONObject in module json.decoder

JSONObject(s_and_end, strict, scan_once, object_hook, object_pairs_hook, memo=None, _w=<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>, _ws=' \t\n\r')
",function,"(""(s_and_end, strict, scan_once, object_hook, object_pairs_hook, memo=None, _w=<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>, _ws=' \\t\\n\\r')"",)",scan_once,,,arg_info
json,2.0.9,json.decoder.JSONObject,decoder,JSONObject,"Python Library Documentation: function JSONObject in module json.decoder

JSONObject(s_and_end, strict, scan_once, object_hook, object_pairs_hook, memo=None, _w=<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>, _ws=' \t\n\r')
",function,"(""(s_and_end, strict, scan_once, object_hook, object_pairs_hook, memo=None, _w=<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>, _ws=' \\t\\n\\r')"",)",strict,,,arg_info
json,2.0.9,json.decoder.JSONObject,decoder,JSONObject,"Python Library Documentation: function JSONObject in module json.decoder

JSONObject(s_and_end, strict, scan_once, object_hook, object_pairs_hook, memo=None, _w=<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>, _ws=' \t\n\r')
",function,"(""(s_and_end, strict, scan_once, object_hook, object_pairs_hook, memo=None, _w=<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>, _ws=' \\t\\n\\r')"",)",s_and_end,,,arg_info
json,2.0.9,json.decoder.JSONObject,decoder,JSONObject,"Python Library Documentation: function JSONObject in module json.decoder

JSONObject(s_and_end, strict, scan_once, object_hook, object_pairs_hook, memo=None, _w=<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>, _ws=' \t\n\r')
",function,"(""(s_and_end, strict, scan_once, object_hook, object_pairs_hook, memo=None, _w=<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>, _ws=' \\t\\n\\r')"",)",object_pairs_hook,,,arg_info
json,2.0.9,json.decoder.JSONObject,decoder,JSONObject,"Python Library Documentation: function JSONObject in module json.decoder

JSONObject(s_and_end, strict, scan_once, object_hook, object_pairs_hook, memo=None, _w=<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>, _ws=' \t\n\r')
",function,"(""(s_and_end, strict, scan_once, object_hook, object_pairs_hook, memo=None, _w=<built-in method match of _sre.SRE_Pattern object at 0x000002299344C1B0>, _ws=' \\t\\n\\r')"",)",memo,,NoneType,arg_info
json,2.0.9,json.decoder._decode_uXXXX,decoder,_decode_uXXXX,"Python Library Documentation: function _decode_uXXXX in module json.decoder

_decode_uXXXX(s, pos)
",function,"('(s, pos)',)",s,,,arg_info
json,2.0.9,json.decoder._decode_uXXXX,decoder,_decode_uXXXX,"Python Library Documentation: function _decode_uXXXX in module json.decoder

_decode_uXXXX(s, pos)
",function,"('(s, pos)',)",pos,,,arg_info
json,2.0.9,json.decoder.py_scanstring,decoder,py_scanstring,"Python Library Documentation: function py_scanstring in module json.decoder

py_scanstring(s, end, strict=True, _b={'""': '""', '\\': '\\', '/': '/', 'b': '\x08', 'f': '\x0c', 'n': '\n', 'r': '\r', 't': '\t'}, _m=<built-in method match of _sre.SRE_Pattern object at 0x0000022993408810>)
    Scan the string s for a JSON string. End is the index of the
    character in s after the quote that started the JSON string.
    Unescapes all valid JSON string escape sequences and raises ValueError
    on attempt to decode an invalid string. If strict is False then literal
    control characters are allowed in the string.
    
    Returns a tuple of the decoded string and the index of the character in s
    after the end quote.
",function,"('(s, end, strict=True, _b={\'""\': \'""\', \'\\\\\': \'\\\\\', \'/\': \'/\', \'b\': \'\\x08\', \'f\': \'\\x0c\', \'n\': \'\\n\', \'r\': \'\\r\', \'t\': \'\\t\'}, _m=<built-in method match of _sre.SRE_Pattern object at 0x0000022993408810>)',)",end,,,arg_info
json,2.0.9,json.decoder.py_scanstring,decoder,py_scanstring,"Python Library Documentation: function py_scanstring in module json.decoder

py_scanstring(s, end, strict=True, _b={'""': '""', '\\': '\\', '/': '/', 'b': '\x08', 'f': '\x0c', 'n': '\n', 'r': '\r', 't': '\t'}, _m=<built-in method match of _sre.SRE_Pattern object at 0x0000022993408810>)
    Scan the string s for a JSON string. End is the index of the
    character in s after the quote that started the JSON string.
    Unescapes all valid JSON string escape sequences and raises ValueError
    on attempt to decode an invalid string. If strict is False then literal
    control characters are allowed in the string.
    
    Returns a tuple of the decoded string and the index of the character in s
    after the end quote.
",function,"('(s, end, strict=True, _b={\'""\': \'""\', \'\\\\\': \'\\\\\', \'/\': \'/\', \'b\': \'\\x08\', \'f\': \'\\x0c\', \'n\': \'\\n\', \'r\': \'\\r\', \'t\': \'\\t\'}, _m=<built-in method match of _sre.SRE_Pattern object at 0x0000022993408810>)',)",_m,<built-in method match of _sre.SRE_Pattern object at 0x0000022993408810>,builtin_function_or_method,arg_info
json,2.0.9,json.decoder.py_scanstring,decoder,py_scanstring,"Python Library Documentation: function py_scanstring in module json.decoder

py_scanstring(s, end, strict=True, _b={'""': '""', '\\': '\\', '/': '/', 'b': '\x08', 'f': '\x0c', 'n': '\n', 'r': '\r', 't': '\t'}, _m=<built-in method match of _sre.SRE_Pattern object at 0x0000022993408810>)
    Scan the string s for a JSON string. End is the index of the
    character in s after the quote that started the JSON string.
    Unescapes all valid JSON string escape sequences and raises ValueError
    on attempt to decode an invalid string. If strict is False then literal
    control characters are allowed in the string.
    
    Returns a tuple of the decoded string and the index of the character in s
    after the end quote.
",function,"('(s, end, strict=True, _b={\'""\': \'""\', \'\\\\\': \'\\\\\', \'/\': \'/\', \'b\': \'\\x08\', \'f\': \'\\x0c\', \'n\': \'\\n\', \'r\': \'\\r\', \'t\': \'\\t\'}, _m=<built-in method match of _sre.SRE_Pattern object at 0x0000022993408810>)',)",_b,"{'""': '""', '\\': '\\', '/': '/', 'b': '\x08', 'f': '\x0c', 'n': '\n', 'r': '\r', 't': '\t'}",dict,arg_info
json,2.0.9,json.decoder.py_scanstring,decoder,py_scanstring,"Python Library Documentation: function py_scanstring in module json.decoder

py_scanstring(s, end, strict=True, _b={'""': '""', '\\': '\\', '/': '/', 'b': '\x08', 'f': '\x0c', 'n': '\n', 'r': '\r', 't': '\t'}, _m=<built-in method match of _sre.SRE_Pattern object at 0x0000022993408810>)
    Scan the string s for a JSON string. End is the index of the
    character in s after the quote that started the JSON string.
    Unescapes all valid JSON string escape sequences and raises ValueError
    on attempt to decode an invalid string. If strict is False then literal
    control characters are allowed in the string.
    
    Returns a tuple of the decoded string and the index of the character in s
    after the end quote.
",function,"('(s, end, strict=True, _b={\'""\': \'""\', \'\\\\\': \'\\\\\', \'/\': \'/\', \'b\': \'\\x08\', \'f\': \'\\x0c\', \'n\': \'\\n\', \'r\': \'\\r\', \'t\': \'\\t\'}, _m=<built-in method match of _sre.SRE_Pattern object at 0x0000022993408810>)',)",strict,True,bool,arg_info
json,2.0.9,json.decoder.py_scanstring,decoder,py_scanstring,"Python Library Documentation: function py_scanstring in module json.decoder

py_scanstring(s, end, strict=True, _b={'""': '""', '\\': '\\', '/': '/', 'b': '\x08', 'f': '\x0c', 'n': '\n', 'r': '\r', 't': '\t'}, _m=<built-in method match of _sre.SRE_Pattern object at 0x0000022993408810>)
    Scan the string s for a JSON string. End is the index of the
    character in s after the quote that started the JSON string.
    Unescapes all valid JSON string escape sequences and raises ValueError
    on attempt to decode an invalid string. If strict is False then literal
    control characters are allowed in the string.
    
    Returns a tuple of the decoded string and the index of the character in s
    after the end quote.
",function,"('(s, end, strict=True, _b={\'""\': \'""\', \'\\\\\': \'\\\\\', \'/\': \'/\', \'b\': \'\\x08\', \'f\': \'\\x0c\', \'n\': \'\\n\', \'r\': \'\\r\', \'t\': \'\\t\'}, _m=<built-in method match of _sre.SRE_Pattern object at 0x0000022993408810>)',)",s,,,arg_info
json,2.0.9,json.encoder.JSONEncoder,encoder,JSONEncoder,"Python Library Documentation: class JSONEncoder in module json.encoder

class JSONEncoder(builtins.object)
 |  Extensible JSON <http://json.org> encoder for Python data structures.
 |  
 |  Supports the following objects and types by default:
 |  
 |  +-------------------+---------------+
 |  | Python            | JSON          |
 |  +===================+===============+
 |  | dict              | object        |
 |  +-------------------+---------------+
 |  | list, tuple       | array         |
 |  +-------------------+---------------+
 |  | str               | string        |
 |  +-------------------+---------------+
 |  | int, float        | number        |
 |  +-------------------+---------------+
 |  | True              | true          |
 |  +-------------------+---------------+
 |  | False             | false         |
 |  +-------------------+---------------+
 |  | None              | null          |
 |  +-------------------+---------------+
 |  
 |  To extend this to recognize other objects, subclass and implement a
 |  ``.default()`` method with another method that returns a serializable
 |  object for ``o`` if possible, otherwise it should call the superclass
 |  implementation (to raise ``TypeError``).
 |  
 |  Methods defined here:
 |  
 |  __init__(self, *, skipkeys=False, ensure_ascii=True, check_circular=True, allow_nan=True, sort_keys=False, indent=None, separators=None, default=None)
 |      Constructor for JSONEncoder, with sensible defaults.
 |      
 |      If skipkeys is false, then it is a TypeError to attempt
 |      encoding of keys that are not str, int, float or None.  If
 |      skipkeys is True, such items are simply skipped.
 |      
 |      If ensure_ascii is true, the output is guaranteed to be str
 |      objects with all incoming non-ASCII characters escaped.  If
 |      ensure_ascii is false, the output can contain non-ASCII characters.
 |      
 |      If check_circular is true, then lists, dicts, and custom encoded
 |      objects will be checked for circular references during encoding to
 |      prevent an infinite recursion (which would cause an OverflowError).
 |      Otherwise, no such check takes place.
 |      
 |      If allow_nan is true, then NaN, Infinity, and -Infinity will be
 |      encoded as such.  This behavior is not JSON specification compliant,
 |      but is consistent with most JavaScript based encoders and decoders.
 |      Otherwise, it will be a ValueError to encode such floats.
 |      
 |      If sort_keys is true, then the output of dictionaries will be
 |      sorted by key; this is useful for regression tests to ensure
 |      that JSON serializations can be compared on a day-to-day basis.
 |      
 |      If indent is a non-negative integer, then JSON array
 |      elements and object members will be pretty-printed with that
 |      indent level.  An indent level of 0 will only insert newlines.
 |      None is the most compact representation.
 |      
 |      If specified, separators should be an (item_separator, key_separator)
 |      tuple.  The default is (', ', ': ') if *indent* is ``None`` and
 |      (',', ': ') otherwise.  To get the most compact JSON representation,
 |      you should specify (',', ':') to eliminate whitespace.
 |      
 |      If specified, default is a function that gets called for objects
 |      that can't otherwise be serialized.  It should return a JSON encodable
 |      version of the object or raise a ``TypeError``.
 |  
 |  default(self, o)
 |      Implement this method in a subclass such that it returns
 |      a serializable object for ``o``, or calls the base implementation
 |      (to raise a ``TypeError``).
 |      
 |      For example, to support arbitrary iterators, you could
 |      implement default like this::
 |      
 |          def default(self, o):
 |              try:
 |                  iterable = iter(o)
 |              except TypeError:
 |                  pass
 |              else:
 |                  return list(iterable)
 |              # Let the base class default method raise the TypeError
 |              return JSONEncoder.default(self, o)
 |  
 |  encode(self, o)
 |      Return a JSON string representation of a Python data structure.
 |      
 |      >>> from json.encoder import JSONEncoder
 |      >>> JSONEncoder().encode({""foo"": [""bar"", ""baz""]})
 |      '{""foo"": [""bar"", ""baz""]}'
 |  
 |  iterencode(self, o, _one_shot=False)
 |      Encode the given object and yield each string
 |      representation as available.
 |      
 |      For example::
 |      
 |          for chunk in JSONEncoder().iterencode(bigobject):
 |              mysocket.write(chunk)
 |  
 |  ----------------------------------------------------------------------
 |  Data descriptors defined here:
 |  
 |  __dict__
 |      dictionary for instance variables (if defined)
 |  
 |  __weakref__
 |      list of weak references to the object (if defined)
 |  
 |  ----------------------------------------------------------------------
 |  Data and other attributes defined here:
 |  
 |  item_separator = ', '
 |  
 |  key_separator = ': '
",class,"('(self, *, skipkeys=False, ensure_ascii=True, check_circular=True, allow_nan=True, sort_keys=False, indent=None, separators=None, default=None)',)",self,,,arg_info
json,2.0.9,json.encoder._make_iterencode,encoder,_make_iterencode,"Python Library Documentation: function _make_iterencode in module json.encoder

_make_iterencode(markers, _default, _encoder, _indent, _floatstr, _key_separator, _item_separator, _sort_keys, _skipkeys, _one_shot, ValueError=<class 'ValueError'>, dict=<class 'dict'>, float=<class 'float'>, id=<built-in function id>, int=<class 'int'>, isinstance=<built-in function isinstance>, list=<class 'list'>, str=<class 'str'>, tuple=<class 'tuple'>, _intstr=<slot wrapper '__str__' of 'int' objects>)
",function,"(""(markers, _default, _encoder, _indent, _floatstr, _key_separator, _item_separator, _sort_keys, _skipkeys, _one_shot, ValueError=<class 'ValueError'>, dict=<class 'dict'>, float=<class 'float'>, id=<built-in function id>, int=<class 'int'>, isinstance=<built-in function isinstance>, list=<class 'list'>, str=<class 'str'>, tuple=<class 'tuple'>, _intstr=<slot wrapper '__str__' of 'int' objects>)"",)",int,<class 'int'>,type,arg_info
json,2.0.9,json.encoder._make_iterencode,encoder,_make_iterencode,"Python Library Documentation: function _make_iterencode in module json.encoder

_make_iterencode(markers, _default, _encoder, _indent, _floatstr, _key_separator, _item_separator, _sort_keys, _skipkeys, _one_shot, ValueError=<class 'ValueError'>, dict=<class 'dict'>, float=<class 'float'>, id=<built-in function id>, int=<class 'int'>, isinstance=<built-in function isinstance>, list=<class 'list'>, str=<class 'str'>, tuple=<class 'tuple'>, _intstr=<slot wrapper '__str__' of 'int' objects>)
",function,"(""(markers, _default, _encoder, _indent, _floatstr, _key_separator, _item_separator, _sort_keys, _skipkeys, _one_shot, ValueError=<class 'ValueError'>, dict=<class 'dict'>, float=<class 'float'>, id=<built-in function id>, int=<class 'int'>, isinstance=<built-in function isinstance>, list=<class 'list'>, str=<class 'str'>, tuple=<class 'tuple'>, _intstr=<slot wrapper '__str__' of 'int' objects>)"",)",_intstr,<slot wrapper '__str__' of 'int' objects>,wrapper_descriptor,arg_info
